Id,RobotId,RobotColor,command,Date,Speed,EnvironmentId,SimulationType
220,9,s,moving,"2019-05-29 16:13:16",2,1,
221,8,c,moving,"2019-05-29 16:13:16",2,1,
222,5,p,moving,"2019-05-29 16:13:29",2,2,
223,3,y,moving,"2019-05-29 16:13:29",2,2,
224,0,r,moving,"2019-05-29 16:13:44",2,1,
225,6,w,moving,"2019-05-29 16:13:44",2,1,
226,9,s,"being interesting","2019-05-29 16:13:57",2,1,
227,8,c,"being interesting","2019-05-29 16:13:57",2,1,
232,5,p,"being interesting","2019-05-29 16:14:53",2,2,
233,6,w,"being interesting","2019-05-29 16:14:53",2,2,
235,2,b,moving,"2019-05-29 16:15:20",2,1,
236,3,y,moving,"2019-05-29 16:15:20",2,1,
239,10,s,moving,"2019-05-29 16:15:48",2,1,
240,6,w,moving,"2019-05-29 16:15:48",2,1,
243,13,b,jumping,"2019-05-29 16:16:16",2,2,
244,3,y,jumping,"2019-05-29 16:16:16",2,2,
247,14,s,"being interesting","2019-05-29 16:16:44",2,1,
248,6,w,"being interesting","2019-05-29 16:16:44",2,1,
251,15,b,moving,"2019-05-29 16:17:12",2,1,
254,16,s,jumping,"2019-05-29 16:17:39",2,1,
255,8,c,jumping,"2019-05-29 16:17:39",2,1,
258,15,b,moving,"2019-05-29 16:18:07",2,1,
259,6,w,moving,"2019-05-29 16:18:07",2,1,
268,16,s,jumping,"2019-05-29 16:19:16",2,1,
269,12,p,jumping,"2019-05-29 16:19:16",2,1,
270,1,g,moving,"2019-05-29 16:19:30",2,1,
271,7,j,moving,"2019-05-29 16:19:30",2,1,
272,6,w,moving,"2019-05-29 16:19:44",2,2,
273,11,r,moving,"2019-05-29 16:19:44",2,2,
291,11,r,"being interesting","2019-05-29 16:21:07",2,1,
292,3,y,"being interesting","2019-05-29 16:21:07",2,1,
294,20,g,"being interesting","2019-05-29 16:21:35",2,2,
295,7,j,"being interesting","2019-05-29 16:21:35",2,2,
296,18,b,"being interesting","2019-05-29 16:21:49",2,2,
297,6,w,"being interesting","2019-05-29 16:21:49",2,2,
298,4,o,sitting,"2019-05-29 16:22:03",2,2,
299,21,r,sitting,"2019-05-29 16:22:03",2,2,
300,7,j,sitting,"2019-05-29 16:22:17",2,1,
301,20,g,sitting,"2019-05-29 16:22:17",2,1,
302,22,j,moving,"2019-05-29 16:22:31",2,2,
303,20,g,moving,"2019-05-29 16:22:31",2,2,
304,21,r,moving,"2019-05-29 16:22:45",2,2,
305,18,b,moving,"2019-05-29 16:22:45",2,2,
307,4,o,sitting,"2019-05-29 16:23:12",2,2,
308,3,y,sitting,"2019-05-29 16:23:12",2,2,
310,22,j,sitting,"2019-05-29 16:23:40",2,2,
311,20,g,sitting,"2019-05-29 16:23:40",2,2,
312,25,j,clapping,"2019-05-29 16:23:54",2,2,
313,20,g,clapping,"2019-05-29 16:23:54",2,2,
314,24,o,clapping,"2019-05-29 16:24:08",2,1,
315,6,w,clapping,"2019-05-29 16:24:08",2,1,
316,23,r,moving,"2019-05-29 16:24:22",2,2,
317,17,c,moving,"2019-05-29 16:24:22",2,2,
320,26,j,sitting,"2019-05-29 16:24:50",2,1,
321,20,g,sitting,"2019-05-29 16:24:50",2,1,
322,23,r,clapping,"2019-05-29 16:25:04",2,2,
323,18,b,clapping,"2019-05-29 16:25:04",2,2,
324,27,r,clapping,"2019-05-29 16:25:18",2,1,
325,18,b,clapping,"2019-05-29 16:25:18",2,1,
326,24,o,moving,"2019-05-29 16:25:32",2,2,
327,20,g,moving,"2019-05-29 16:25:32",2,2,
331,29,r,play,"2019-05-29 16:26:14",2,2,
332,3,y,play,"2019-05-29 16:26:14",2,2,
339,3,y,"being interesting","2019-05-29 16:27:24",2,2,
340,20,g,"being interesting","2019-05-29 16:27:24",2,2,
342,28,o,clapping,"2019-05-29 16:27:52",1,2,
343,29,r,clapping,"2019-05-29 16:27:52",1,2,
344,18,b,jumping,"2019-05-29 16:28:19",1,2,
345,17,c,jumping,"2019-05-29 16:28:19",1,2,
346,16,s,"staring into the abyss","2019-05-29 16:28:46",1,2,
347,32,y,"staring into the abyss","2019-05-29 16:28:46",1,2,
348,28,o,"looking at the camera","2019-05-29 16:29:13",1,2,
349,29,r,"looking at the camera","2019-05-29 16:29:13",1,2,
350,33,o,"playing death","2019-05-29 16:29:41",1,1,
351,29,r,"playing death","2019-05-29 16:29:41",1,1,
352,17,c,clapping,"2019-05-29 16:30:08",1,2,
353,20,g,clapping,"2019-05-29 16:30:08",1,2,
354,34,c,sitting,"2019-05-29 16:30:35",1,2,
355,20,g,sitting,"2019-05-29 16:30:35",1,2,
356,29,r,jumping,"2019-05-29 16:31:02",1,1,
357,18,b,jumping,"2019-05-29 16:31:02",1,1,
359,32,y,moving,"2019-05-29 16:31:56",1,2,
360,33,o,moving,"2019-05-29 16:31:56",1,2,
361,20,g,clapping,"2019-05-29 16:32:23",1,1,
362,30,w,clapping,"2019-05-29 16:32:23",1,1,
363,16,s,play,"2019-05-29 16:32:50",1,1,
364,18,b,play,"2019-05-29 16:32:50",1,1,
367,30,w,"doing gods work","2019-05-29 16:33:43",1,1,
368,20,g,"doing gods work","2019-05-29 16:33:43",1,1,
371,32,y,arguing,"2019-05-29 16:34:37",1,1,
372,18,b,arguing,"2019-05-29 16:34:37",1,1,
374,31,j,"spawning children","2019-05-29 16:35:31",1,2,
375,36,s,"spawning children","2019-05-29 16:35:31",1,2,
376,35,r,"getting smacked by red balls","2019-05-29 16:35:58",1,2,
377,19,p,"getting smacked by red balls","2019-05-29 16:35:58",1,2,
378,33,o,"catch ball","2019-05-29 16:36:25",1,1,
379,18,b,"catch ball","2019-05-29 16:36:25",1,1,
380,39,o,breathing,"2019-05-29 16:36:51",1,2,
381,18,b,breathing,"2019-05-29 16:36:51",1,2,
382,35,r,diving,"2019-05-29 16:37:18",1,2,
383,31,j,diving,"2019-05-29 16:37:18",1,2,
386,36,s,"play ball","2019-05-29 16:38:12",1,1,
387,20,g,"play ball","2019-05-29 16:38:12",1,1,
389,40,r,suiciding,"2019-05-29 16:39:05",1,1,
390,38,y,suiciding,"2019-05-29 16:39:05",1,1,
391,19,p,catching,"2019-05-29 16:39:32",1,2,
392,31,j,catching,"2019-05-29 16:39:32",1,2,
394,40,r,stare,"2019-05-29 16:40:26",1,2,
395,20,g,stare,"2019-05-29 16:40:26",1,2,
396,43,r,dance,"2019-05-29 16:40:53",1,2,
397,20,g,moving,"2019-05-29 16:41:20",1,2,
398,20,g,clapping,"2019-05-29 16:41:20",1,2,
399,38,y,swim,"2019-05-29 16:41:46",1,2,
400,34,c,swim,"2019-05-29 16:41:46",1,2,
401,41,s,"program ai","2019-05-29 16:42:13",1,1,
402,39,o,"program ai","2019-05-29 16:42:13",1,1,
403,42,p,moving,"2019-05-29 16:42:39",1,1,
404,37,w,moving,"2019-05-29 16:42:39",1,1,
405,38,y,suiciding,"2019-05-29 16:43:06",1,1,
406,18,b,suiciding,"2019-05-29 16:43:06",1,1,
407,44,y,sleep,"2019-05-29 16:43:33",1,2,
408,18,b,sleep,"2019-05-29 16:43:33",1,2,
409,39,o,"standing still","2019-05-29 16:43:59",1,2,
410,20,g,"standing still","2019-05-29 16:43:59",1,2,
412,42,p,catching,"2019-05-29 16:44:38",2,1,
413,31,j,catching,"2019-05-29 16:44:38",2,1,
414,46,p,sleep,"2019-05-29 16:44:51",2,2,
417,47,w,panick,"2019-05-29 16:45:19",1,2,
418,34,c,panick,"2019-05-29 16:45:19",1,2,
419,18,b,"play ball","2019-05-29 16:45:46",1,1,
420,45,o,"play ball","2019-05-29 16:45:46",1,1,
421,43,r,walking,"2019-05-29 16:46:13",1,2,
422,44,y,walking,"2019-05-29 16:46:13",1,2,
423,47,w,woodcutting,"2019-05-29 16:46:40",1,1,
424,31,j,woodcutting,"2019-05-29 16:46:40",1,1,
426,43,r,moving,"2019-05-29 16:47:34",1,1,
427,20,g,moving,"2019-05-29 16:47:34",1,1,
430,44,y,touching,"2019-05-29 16:48:28",1,1,
431,31,j,touching,"2019-05-29 16:48:28",1,1,
433,45,o,"being interesting","2019-05-29 16:49:21",1,1,
434,41,s,"being interesting","2019-05-29 16:49:21",1,1,
436,34,c,play,"2019-05-29 16:50:14",1,2,
437,31,j,play,"2019-05-29 16:50:14",1,2,
440,50,y,jumping,"2019-05-29 16:51:09",1,1,
441,18,b,jumping,"2019-05-29 16:51:09",1,1,
442,49,r,"doing gods work","2019-05-29 16:51:36",1,2,
443,48,w,"doing gods work","2019-05-29 16:51:36",1,2,
444,31,j,sitting,"2019-05-29 16:52:03",1,2,
445,20,g,sitting,"2019-05-29 16:52:03",1,2,
454,52,c,"dodging the ball","2019-05-29 16:52:30",1,2,
456,50,y,"holding still","2019-05-29 16:52:57",1,2,
457,49,r,"holding still","2019-05-29 16:52:57",1,2,
459,48,w,"staring into the abyss","2019-05-29 16:53:51",1,1,
460,46,p,"staring into the abyss","2019-05-29 16:53:51",1,1,
463,31,j,rolling,"2019-05-29 16:54:44",1,2,
464,53,y,rolling,"2019-05-29 16:54:44",1,2,
465,41,s,trolling,"2019-05-29 16:55:11",1,1,
466,49,r,trolling,"2019-05-29 16:55:11",1,1,
467,51,o,"leaving screen","2019-05-29 16:55:39",1,2,
468,18,b,"leaving screen","2019-05-29 16:55:39",1,2,
469,31,j,"getting smacked by red balls","2019-05-29 16:56:06",1,2,
470,46,p,"getting smacked by red balls","2019-05-29 16:56:06",1,2,
471,52,c,"act like this is like hell fo","2019-05-29 16:56:33",1,1,
472,41,s,"act like this is like hell fo","2019-05-29 16:56:33",1,1,
473,51,o,wiggle,"2019-05-29 16:57:00",1,2,
474,49,r,wiggle,"2019-05-29 16:57:00",1,2,
477,53,y,"Win round two","2019-05-29 16:57:54",1,1,
478,46,p,"Win round two","2019-05-29 16:57:54",1,1,
480,31,j,murdering,"2019-05-29 16:58:48",1,1,
481,20,g,murdering,"2019-05-29 16:58:48",1,1,
487,46,p,coding,"2019-05-29 17:00:35",1,1,
488,57,j,coding,"2019-05-29 17:00:35",1,1,
489,18,b,touching,"2019-05-29 17:01:02",1,2,
490,20,g,touching,"2019-05-29 17:01:02",1,2,
491,49,r,moving,"2019-05-29 17:01:30",1,2,
492,55,o,moving,"2019-05-29 17:01:30",1,2,
493,57,j,"beeing cute","2019-05-29 17:01:57",1,1,
494,56,y,"beeing cute","2019-05-29 17:01:57",1,1,
495,18,b,"praised the sun","2019-05-29 17:02:24",1,1,
496,54,w,"praised the sun","2019-05-29 17:02:24",1,1,
501,20,g,nagging,"2019-05-29 17:03:45",1,1,
502,18,b,nagging,"2019-05-29 17:03:45",1,1,
504,56,y,"Stealing Robots","2019-05-29 17:04:39",1,2,
505,46,p,"Stealing Robots","2019-05-29 17:04:39",1,2,
508,57,j,"being stupid","2019-05-29 17:05:32",1,2,
509,41,s,"being stupid","2019-05-29 17:05:32",1,2,
511,58,c,voting,"2019-05-29 17:06:26",2,1,
512,61,y,voting,"2019-05-29 17:06:26",2,1,
513,54,w,"Sky Diving","2019-05-29 17:06:41",2,1,
514,60,g,"Sky Diving","2019-05-29 17:06:41",2,1,
515,41,s,driving,"2019-05-29 17:06:55",2,2,
516,59,r,driving,"2019-05-29 17:06:55",2,2,
517,58,c,competing,"2019-05-29 17:07:09",2,1,
518,61,y,competing,"2019-05-29 17:07:09",2,1,
522,64,w,competing,"2019-05-29 17:07:51",2,1,
523,46,p,competing,"2019-05-29 17:07:51",2,1,
524,60,g,moving,"2019-05-29 17:08:05",2,1,
525,59,r,moving,"2019-05-29 17:08:05",2,1,
528,64,w,"do yoga","2019-05-29 17:08:33",2,2,
529,61,y,"do yoga","2019-05-29 17:08:33",2,2,
531,18,b,"leaving screen","2019-05-29 17:09:01",2,2,
532,63,c,"leaving screen","2019-05-29 17:09:01",2,2,
533,55,o,jumping,"2019-05-29 17:09:15",2,2,
534,65,g,jumping,"2019-05-29 17:09:15",2,2,
535,61,y,stare,"2019-05-29 17:09:29",2,2,
536,62,j,stare,"2019-05-29 17:09:29",2,2,
537,63,c,"leaving screen","2019-05-29 17:09:43",2,1,
538,59,r,"leaving screen","2019-05-29 17:09:43",2,1,
543,62,j,"staring into the abyss","2019-05-29 17:10:39",2,2,
544,59,r,"staring into the abyss","2019-05-29 17:10:39",2,2,
547,18,b,flip,"2019-05-29 17:11:07",2,2,
548,41,s,flip,"2019-05-29 17:11:07",2,2,
549,55,o,arguing,"2019-05-29 17:11:21",2,2,
550,68,g,arguing,"2019-05-29 17:11:21",2,2,
551,46,p,flip,"2019-05-29 17:11:35",2,2,
552,67,c,flip,"2019-05-29 17:11:35",2,2,
553,41,s,arguing,"2019-05-29 17:11:49",2,2,
554,18,b,arguing,"2019-05-29 17:11:49",2,2,
560,55,o,hidding,"2019-05-29 17:12:44",2,2,
561,61,y,hidding,"2019-05-29 17:12:44",2,2,
562,70,s,suiciding,"2019-05-29 17:12:58",2,2,
563,67,c,suiciding,"2019-05-29 17:12:58",2,2,
564,69,j,"being lazy","2019-05-29 17:13:12",2,1,
565,66,w,"being lazy","2019-05-29 17:13:12",2,1,
566,59,r,"do yoga","2019-05-29 17:13:26",2,1,
567,71,g,"do yoga","2019-05-29 17:13:26",2,1,
570,72,s,"staring into the abyss","2019-05-29 17:13:54",2,2,
571,67,c,"staring into the abyss","2019-05-29 17:13:54",2,2,
575,69,j,"catch ball","2019-05-29 17:14:35",2,2,
576,59,r,"catch ball","2019-05-29 17:14:35",2,2,
583,66,w,scratching,"2019-05-29 17:15:31",2,1,
584,74,j,scratching,"2019-05-29 17:15:31",2,1,
585,59,r,woodcutting,"2019-05-29 17:15:45",2,2,
586,46,p,woodcutting,"2019-05-29 17:15:45",2,2,
587,75,s,"standing still","2019-05-29 17:15:59",2,1,
588,67,c,"standing still","2019-05-29 17:15:59",2,1,
589,73,g,"staring into the abyss","2019-05-29 17:16:13",2,1,
590,74,j,"staring into the abyss","2019-05-29 17:16:13",2,1,
591,46,p,walking,"2019-05-29 17:16:27",2,2,
592,59,r,walking,"2019-05-29 17:16:27",2,2,
600,73,g,sleep,"2019-05-29 17:17:50",2,2,
601,76,p,sleep,"2019-05-29 17:17:50",2,2,
602,55,o,sitting,"2019-05-29 17:18:04",2,1,
603,67,c,sitting,"2019-05-29 17:18:04",2,1,
604,78,j,clapping,"2019-05-29 17:18:18",2,2,
605,18,b,clapping,"2019-05-29 17:18:18",2,2,
611,80,j,"being killed","2019-05-29 17:19:13",2,2,
612,61,y,"being killed","2019-05-29 17:19:13",2,2,
616,76,p,suiciding,"2019-05-29 17:19:55",2,2,
617,67,c,suiciding,"2019-05-29 17:19:55",2,2,
618,80,j,"catch ball","2019-05-29 17:20:09",2,1,
619,77,s,"catch ball","2019-05-29 17:20:09",2,1,
620,79,g,"being interesting","2019-05-29 17:20:22",2,1,
621,66,w,"being interesting","2019-05-29 17:20:22",2,1,
628,83,g,driving,"2019-05-29 17:21:18",2,2,
629,61,y,driving,"2019-05-29 17:21:18",2,2,
642,85,g,sleep,"2019-05-29 17:22:55",2,1,
643,61,y,sleep,"2019-05-29 17:22:55",2,1,
644,84,j,"spawning children","2019-05-29 17:23:09",2,2,
645,66,w,"spawning children","2019-05-29 17:23:09",2,2,
646,77,s,"dodging the ball","2019-05-29 17:23:23",2,1,
647,81,o,"dodging the ball","2019-05-29 17:23:23",2,1,
648,61,y,"moving from screen","2019-05-29 17:23:37",2,2,
649,85,g,"moving from screen","2019-05-29 17:23:37",2,2,
653,77,s,"holding still","2019-05-29 17:24:19",2,2,
654,81,o,"holding still","2019-05-29 17:24:19",2,2,
658,89,g,trolling,"2019-05-29 17:25:00",2,1,
659,59,r,trolling,"2019-05-29 17:25:00",2,1,
660,88,s,clapping,"2019-05-29 17:25:14",2,1,
661,82,p,clapping,"2019-05-29 17:25:14",2,1,
662,66,w,wiggle,"2019-05-29 17:25:28",2,2,
663,61,y,wiggle,"2019-05-29 17:25:28",2,2,
664,89,g,"play ball","2019-05-29 17:25:42",2,1,
665,81,o,"play ball","2019-05-29 17:25:42",2,1,
674,82,p,jumping,"2019-05-29 17:26:51",2,2,
675,81,o,jumping,"2019-05-29 17:26:51",2,2,
678,88,s,jumping,"2019-05-29 17:27:19",2,2,
679,18,b,jumping,"2019-05-29 17:27:19",2,2,
680,91,w,stroking,"2019-05-29 17:27:33",2,1,
681,87,j,stroking,"2019-05-29 17:27:33",2,1,
682,86,c,spawning,"2019-05-29 17:27:47",2,2,
683,61,y,spawning,"2019-05-29 17:27:47",2,2,
688,87,j,walking,"2019-05-29 17:28:29",2,2,
689,81,o,walking,"2019-05-29 17:28:29",2,2,
691,86,c,run,"2019-05-29 17:28:57",2,2,
692,91,w,run,"2019-05-29 17:28:57",2,2,
694,61,y,dance,"2019-05-29 17:29:25",2,2,
695,92,p,dance,"2019-05-29 17:29:25",2,2,
696,90,g,stroking,"2019-05-29 17:29:38",2,1,
697,18,b,stroking,"2019-05-29 17:29:38",2,1,
698,81,o,moving,"2019-05-29 17:29:52",2,1,
699,93,s,moving,"2019-05-29 17:29:52",2,1,
700,92,p,"catch ball","2019-05-29 17:30:06",2,1,
701,59,r,"catch ball","2019-05-29 17:30:06",2,1,
703,18,b,"praised the sun","2019-05-29 17:30:34",2,1,
704,91,w,"praised the sun","2019-05-29 17:30:34",2,1,
705,81,o,jumping,"2019-05-29 17:30:48",2,1,
706,61,y,jumping,"2019-05-29 17:30:48",2,1,
707,95,c,run,"2019-05-29 17:31:02",2,2,
708,93,s,run,"2019-05-29 17:31:02",2,2,
709,18,b,woodcutting,"2019-05-29 17:31:16",2,1,
710,91,w,woodcutting,"2019-05-29 17:31:16",2,1,
714,95,c,planting,"2019-05-29 17:31:57",2,2,
715,90,g,planting,"2019-05-29 17:31:57",2,2,
720,90,g,trolling,"2019-05-29 17:32:53",2,2,
721,97,o,trolling,"2019-05-29 17:32:53",2,2,
722,61,y,turning,"2019-05-29 17:33:07",2,2,
723,98,c,turning,"2019-05-29 17:33:07",2,2,
724,94,j,"catch ball","2019-05-29 17:33:21",2,2,
725,93,s,"catch ball","2019-05-29 17:33:21",2,2,
726,18,b,"praised the sun","2019-05-29 17:33:35",2,2,
727,99,w,"praised the sun","2019-05-29 17:33:35",2,2,
734,101,o,clapping,"2019-05-29 17:34:26",3,1,
735,99,w,clapping,"2019-05-29 17:34:26",3,1,
738,102,s,flip,"2019-05-29 17:34:44",3,1,
742,96,p,turning,"2019-05-29 17:35:12",3,1,
743,18,b,turning,"2019-05-29 17:35:12",3,1,
744,100,c,walking,"2019-05-29 17:35:21",3,2,
745,59,r,walking,"2019-05-29 17:35:21",3,2,
746,102,s,moving,"2019-05-29 17:35:31",2,1,
747,103,o,moving,"2019-05-29 17:35:31",2,1,
748,96,p,playing,"2019-05-29 17:35:45",2,2,
749,90,g,playing,"2019-05-29 17:35:45",2,2,
757,102,s,walking,"2019-05-29 17:37:08",2,1,
758,99,w,walking,"2019-05-29 17:37:08",2,1,
761,104,p,suiciding,"2019-05-29 17:37:36",2,2,
762,59,r,suiciding,"2019-05-29 17:37:36",2,2,
763,90,g,chanting,"2019-05-29 17:37:50",2,2,
764,61,y,chanting,"2019-05-29 17:37:50",2,2,
765,99,w,nagging,"2019-05-29 17:38:04",2,2,
766,106,o,nagging,"2019-05-29 17:38:04",2,2,
767,104,p,swim,"2019-05-29 17:38:18",2,1,
768,94,j,swim,"2019-05-29 17:38:18",2,1,
770,90,g,"Death Stare","2019-05-29 17:38:45",2,1,
771,107,s,"Death Stare","2019-05-29 17:38:45",2,1,
772,61,y,yell,"2019-05-29 17:38:59",2,1,
773,99,w,yell,"2019-05-29 17:38:59",2,1,
774,94,j,cry,"2019-05-29 17:39:13",2,1,
775,108,p,cry,"2019-05-29 17:39:13",2,1,
776,90,g,"staring into the abyss","2019-05-29 17:39:27",2,2,
777,59,r,"staring into the abyss","2019-05-29 17:39:27",2,2,
780,108,p,turning,"2019-05-29 17:39:55",2,2,
781,107,s,turning,"2019-05-29 17:39:55",2,2,
783,61,y,"holding still","2019-05-29 17:40:22",2,2,
784,99,w,"holding still","2019-05-29 17:40:22",2,2,
785,59,r,"beeing cute","2019-05-29 17:40:36",2,4,
786,94,j,"beeing cute","2019-05-29 17:40:36",2,4,
787,18,b,"I speak","2019-05-29 17:40:50",2,1,
788,106,o,"I speak","2019-05-29 17:40:50",2,1,
789,99,w,blinking,"2019-05-29 17:41:04",2,4,
790,105,c,blinking,"2019-05-29 17:41:04",2,4,
791,107,s,waiting,"2019-05-29 17:41:18",2,2,
792,59,r,waiting,"2019-05-29 17:41:18",2,2,
793,18,b,walking,"2019-05-29 17:41:32",2,1,
794,61,y,walking,"2019-05-29 17:41:32",2,1,
795,109,g,climbing,"2019-05-29 17:41:46",2,1,
796,94,j,climbing,"2019-05-29 17:41:46",2,1,
797,99,w,running,"2019-05-29 17:41:59",2,2,
798,59,r,running,"2019-05-29 17:41:59",2,2,
801,105,c,singing,"2019-05-29 17:42:27",2,1,
802,110,p,singing,"2019-05-29 17:42:27",2,1,
803,107,s,dancing,"2019-05-29 17:42:41",2,3,
804,106,o,dancing,"2019-05-29 17:42:41",2,3,
805,59,r,singing,"2019-05-29 17:42:55",2,1,
806,94,j,singing,"2019-05-29 17:42:55",2,1,
807,18,b,"dodging the ball","2019-05-29 17:43:09",2,2,
808,109,g,"dodging the ball","2019-05-29 17:43:09",2,2,
809,105,c,planting,"2019-05-29 17:43:23",2,1,
810,61,y,planting,"2019-05-29 17:43:23",2,1,
813,112,j,pumping,"2019-05-29 17:43:51",2,1,
814,59,r,pumping,"2019-05-29 17:43:51",2,1,
815,110,p,dancing,"2019-05-29 17:44:05",2,2,
816,107,s,dancing,"2019-05-29 17:44:05",2,2,
819,61,y,"chewing robots","2019-05-29 17:44:32",2,1,
820,111,w,"chewing robots","2019-05-29 17:44:32",2,1,
821,18,b,swim,"2019-05-29 17:44:46",2,1,
822,107,s,swim,"2019-05-29 17:44:46",2,1,
825,18,b,climbing,"2019-05-29 17:45:00",2,3,
833,109,g,Muting,"2019-05-29 17:45:14",2,2,
834,59,r,Muting,"2019-05-29 17:45:14",2,2,
835,18,b,driving,"2019-05-29 17:45:28",2,4,
836,106,o,driving,"2019-05-29 17:45:28",2,4,
837,112,j,running,"2019-05-29 17:45:42",2,4,
838,105,c,running,"2019-05-29 17:45:42",2,4,
839,111,w,playing,"2019-05-29 17:45:56",2,2,
840,59,r,playing,"2019-05-29 17:45:56",2,2,
841,106,o,"trip over","2019-05-29 17:46:10",2,1,
842,109,g,"trip over","2019-05-29 17:46:10",2,1,
848,107,s,playing,"2019-05-29 17:47:05",2,3,
849,59,r,playing,"2019-05-29 17:47:05",2,3,
852,111,w,rolling,"2019-05-29 17:47:33",2,1,
853,18,b,rolling,"2019-05-29 17:47:33",2,1,
862,59,r,"do yoga","2019-05-29 17:48:43",2,1,
863,18,b,"do yoga","2019-05-29 17:48:43",2,1,
868,18,b,flip,"2019-05-29 17:49:15",3,4,
869,105,c,flip,"2019-05-29 17:49:15",3,4,
872,61,y,moving,"2019-05-29 17:49:34",3,2,
873,109,g,moving,"2019-05-29 17:49:34",3,2,
874,114,p,"looking at the camera","2019-05-29 17:49:43",3,2,
875,18,b,"looking at the camera","2019-05-29 17:49:43",3,2,
878,59,r,sitting,"2019-05-29 17:50:02",3,4,
879,61,y,sitting,"2019-05-29 17:50:02",3,4,
880,18,b,"looking at the camera","2019-05-29 17:50:11",3,1,
881,114,p,"looking at the camera","2019-05-29 17:50:11",3,1,
889,59,r,starring,"2019-05-29 17:50:57",3,1,
890,18,b,starring,"2019-05-29 17:50:57",3,1,
895,18,b,walking,"2019-05-29 17:51:25",3,4,
896,59,r,walking,"2019-05-29 17:51:25",3,4,
904,105,c,turning,"2019-05-29 17:52:11",3,2,
905,18,b,turning,"2019-05-29 17:52:11",3,2,
910,105,c,dance,"2019-05-29 17:52:40",3,3,
911,59,r,dance,"2019-05-29 17:52:40",3,3,
912,18,b,diving,"2019-05-29 17:52:49",3,4,
913,117,y,diving,"2019-05-29 17:52:49",3,4,
918,105,c,walking,"2019-05-29 17:53:18",3,1,
919,18,b,walking,"2019-05-29 17:53:18",3,1,
920,59,r,spawning,"2019-05-29 17:53:28",3,2,
921,112,j,spawning,"2019-05-29 17:53:28",3,2,
922,117,y,dance,"2019-05-29 17:53:37",3,1,
923,109,g,dance,"2019-05-29 17:53:37",3,1,
924,116,p,turning,"2019-05-29 17:53:47",3,3,
925,105,c,turning,"2019-05-29 17:53:47",3,3,
926,59,r,jumping,"2019-05-29 17:53:57",3,4,
927,115,w,jumping,"2019-05-29 17:53:57",3,4,
928,113,o,playing,"2019-05-29 17:54:06",3,2,
929,18,b,playing,"2019-05-29 17:54:06",3,2,
932,118,g,walking,"2019-05-29 17:54:26",3,4,
933,105,c,walking,"2019-05-29 17:54:26",3,4,
936,119,p,"do yoga","2019-05-29 17:54:45",3,1,
939,120,w,"spawning children","2019-05-29 17:55:05",3,4,
940,118,g,"spawning children","2019-05-29 17:55:05",3,4,
941,119,p,dance,"2019-05-29 17:55:14",3,1,
942,117,y,dance,"2019-05-29 17:55:14",3,1,
943,107,s,turning,"2019-05-29 17:55:24",3,1,
944,18,b,turning,"2019-05-29 17:55:24",3,1,
947,121,w,moving,"2019-05-29 17:55:44",3,4,
948,118,g,moving,"2019-05-29 17:55:44",3,4,
951,122,j,"moving from screen","2019-05-29 17:56:03",3,2,
952,117,y,"moving from screen","2019-05-29 17:56:03",3,2,
953,119,p,driving,"2019-05-29 17:56:12",3,2,
954,118,g,driving,"2019-05-29 17:56:12",3,2,
959,117,y,wiggle,"2019-05-29 17:56:49",3,4,
960,118,g,wiggle,"2019-05-29 17:56:49",3,4,
962,105,c,launch,"2019-05-29 17:57:08",3,1,
963,59,r,launch,"2019-05-29 17:57:08",3,1,
964,18,b,walking,"2019-05-29 17:57:18",3,4,
965,124,w,walking,"2019-05-29 17:57:18",3,4,
966,122,j,clapping,"2019-05-29 17:57:28",3,2,
967,107,s,clapping,"2019-05-29 17:57:28",3,2,
968,105,c,walking,"2019-05-29 17:57:38",3,2,
969,59,r,walking,"2019-05-29 17:57:38",3,2,
972,107,s,"beeing cute","2019-05-29 17:57:57",3,1,
973,18,b,"beeing cute","2019-05-29 17:57:57",3,1,
974,118,g,"Death Stare","2019-05-29 17:58:07",3,1,
975,113,o,"Death Stare","2019-05-29 17:58:07",3,1,
976,122,j,"spawning children","2019-05-29 17:58:16",3,4,
977,124,w,"spawning children","2019-05-29 17:58:16",3,4,
978,107,s,playing,"2019-05-29 17:58:26",3,1,
979,59,r,playing,"2019-05-29 17:58:26",3,1,
982,113,o,stare,"2019-05-29 17:58:46",3,4,
983,118,g,stare,"2019-05-29 17:58:46",3,4,
985,18,b,stare,"2019-05-29 17:59:05",3,3,
986,124,w,stare,"2019-05-29 17:59:05",3,3,
987,122,j,blinking,"2019-05-29 17:59:15",3,1,
988,59,r,blinking,"2019-05-29 17:59:15",3,1,
989,127,s,swim,"2019-05-29 17:59:25",3,2,
990,126,c,swim,"2019-05-29 17:59:25",3,2,
991,118,g,sitting,"2019-05-29 17:59:34",3,3,
992,124,w,sitting,"2019-05-29 17:59:34",3,3,
993,125,y,sleep,"2019-05-29 17:59:44",3,1,
994,122,j,sleep,"2019-05-29 17:59:44",3,1,
998,125,y,walking,"2019-05-29 18:00:13",3,3,
999,118,g,walking,"2019-05-29 18:00:13",3,3,
1001,123,p,flip,"2019-05-29 18:00:32",3,2,
1002,18,b,flip,"2019-05-29 18:00:32",3,2,
1003,126,c,"looking at the camera","2019-05-29 18:00:41",3,4,
1004,129,s,"looking at the camera","2019-05-29 18:00:41",3,4,
1005,124,w,sleep,"2019-05-29 18:00:50",3,4,
