Users
Id,PosReinforcements,NegReinforcements,CommandCount,DateAdded,Points,PointsPerSec,StartInfoClaims,EndInfoClaims
394,0,0,0,2019-08-09 09:27:57,1.0,0.1,0,0
395,13,13,1,2019-08-09 17:11:06,47.821482,0.7,0,0
396,1,1,0,2019-08-09 18:06:39,1.0,0.1,0,0
397,45,44,1,2019-08-09 19:47:49,385.6197062,1.5,1,0
398,5,5,0,2019-08-09 19:50:26,15.7035353,0.3,0,0
399,260,256,31,2019-08-09 20:48:45,24175.124571,22.3,0,0
400,58,57,0,2019-08-09 20:49:42,35.1142918,3.6,0,0
401,24,24,0,2019-08-09 20:50:52,474.184438,1.5,0,0
402,16,16,0,2019-08-10 01:49:06,516.4877856,0.8,0,0
403,9,8,0,2019-08-10 02:37:17,34.9885585,0.3,0,0
404,265,265,1,2019-08-10 05:23:37,9409.1390925,7.5,0,0
405,2,2,0,2019-08-10 15:17:09,2.3096652,0.2,0,0
406,0,0,0,2019-08-10 16:26:51,3.5054744,0.1,0,0
407,4,4,0,2019-08-10 19:21:02,7.076223,0.4,0,0
408,7,7,0,2019-08-10 23:11:27,38.0368792,0.6,0,0
409,0,0,0,2019-08-11 04:04:52,4.7418101,0.1,0,0
410,0,0,0,2019-08-11 06:52:10,1.0,0.1,0,0
411,8,8,1,2019-08-11 09:33:57,23.829733,0.2,0,0
412,10,10,0,2019-08-11 11:38:42,34.3911893,0.3,0,0
413,2,2,0,2019-08-11 12:39:37,6.5166385,0.2,0,0
414,0,0,0,2019-08-11 13:05:05,1.0,0.1,0,0
415,1,1,0,2019-08-11 13:42:18,2.086779,0.1,0,0
416,16,15,0,2019-08-11 14:09:22,94.3208165,0.7,0,0
417,17,17,0,2019-08-11 22:00:41,113.1463301,0.4,1,0
418,3,3,0,2019-08-12 02:07:55,1.707879,0.2,0,0
419,1,1,0,2019-08-12 11:30:41,1.0,0.1,0,0
420,17,15,0,2019-08-12 16:00:52,38.1104453,0.3,0,0
421,2,2,0,2019-08-12 16:24:50,6.8279458,0.1,0,0
422,3,3,0,2019-08-13 00:16:20,3.2146383,0.2,0,0
423,7,7,0,2019-08-13 05:20:54,11.4873869,0.1,0,0
424,18,18,0,2019-08-13 09:29:33,59.4850183,0.7,0,0
425,34,34,3,2019-08-13 17:00:01,182.0267779,7.6,0,0
426,0,0,0,2019-08-14 13:24:22,1.0,0.1,0,0
427,2,2,0,2019-08-14 15:56:03,2.253451,0.2,0,0
428,12,12,0,2019-08-14 16:49:43,35.1173821,0.1,0,0
429,7,7,0,2019-08-14 18:50:05,44.1074877,0.4,0,0
430,12,12,0,2019-08-15 04:07:49,45.7259652,0.3,0,0
431,2,2,0,2019-08-16 09:31:38,8.9816273,0.2,0,0
432,0,0,0,2019-08-16 11:01:34,3.7497651,0.1,0,0
433,3,3,0,2019-08-16 15:22:43,4.085344,0.2,0,0
434,1,1,0,2019-08-16 17:47:05,1.0,0.2,0,0
435,192,192,1,2019-08-16 18:44:29,238.6294441,9.6,1,0
436,0,0,0,2019-08-17 01:16:49,3.315237,0.1,0,0
437,0,0,0,2019-08-17 09:43:09,4.4758088,0.1,0,0
438,0,0,0,2019-08-17 15:48:01,1.0,0.1,0,0
439,0,0,0,2019-08-17 16:15:58,1.0,0.1,0,0
440,2,2,0,2019-08-17 16:23:19,8.030432,0.2,0,0
441,1,1,0,2019-08-17 17:44:26,1.0,0.2,0,0
442,5,5,0,2019-08-17 18:55:14,14.033268,0.2,0,0
443,1,1,0,2019-08-17 23:02:00,1.0,0.1,0,0
444,18,18,0,2019-08-18 12:35:04,253.4317336,0.8,0,0
445,0,0,0,2019-08-18 14:33:10,11.0,0.1,1,0
446,2,2,0,2019-08-18 16:57:40,3.2266797,0.1,0,0
447,8,8,0,2019-08-18 21:16:45,25.3520739,0.3,0,0
448,5,5,0,2019-08-19 02:33:27,21.1900177,0.2,0,0
449,1,1,0,2019-08-19 08:25:36,1.0,0.1,0,0
450,0,0,0,2019-08-19 08:54:15,9.6837085,0.1,0,0
451,3,3,0,2019-08-19 10:33:06,5.6207077,0.1,0,0
452,4,4,0,2019-08-19 19:47:49,9.5885361,0.1,0,0
453,4,4,0,2019-08-20 07:30:55,9.699961,0.3,0,0
454,22,21,0,2019-08-20 15:50:16,93.7163757,0.5,0,0
455,28,28,0,2019-08-21 18:27:46,144.6552816,0.5,0,0
456,1,1,0,2019-08-21 18:40:52,4.0029293,0.1,0,0
457,2,2,0,2019-08-21 21:16:48,2.4264602,0.3,0,0
458,34,34,0,2019-08-21 21:44:41,414.791106,1.3,0,0
459,3,3,0,2019-08-22 07:41:03,8.1349367,0.2,0,0
460,48,48,1,2019-08-22 08:17:45,454.8403743,2.9,0,0
461,16,16,1,2019-08-22 09:22:12,135.772517,0.5,0,0
462,6,6,0,2019-08-22 15:50:23,6.2569955,0.2,0,0
463,0,0,0,2019-08-22 21:44:58,4.5961258,0.1,0,0
464,2,2,0,2019-08-22 21:49:09,29.5564287,0.2,0,0
465,292,292,28,2019-08-24 11:07:35,26071.4143132,78.9,0,0
466,7,7,0,2019-08-24 17:20:06,12.90394,0.2,0,0
467,235,229,0,2019-08-24 17:24:09,4523.5305998,3.5,0,0
468,13,13,0,2019-08-24 20:18:09,41.5358761,0.4,0,0
469,0,0,0,2019-08-24 21:13:59,1.0,0.1,0,0
470,16,16,0,2019-08-25 04:07:33,115.0278727,0.5,0,0
471,0,0,0,2019-08-25 04:10:23,15.2516474,0.1,0,0
472,82,82,0,2019-08-26 12:04:33,1688.5888036,2.7,0,0
473,0,0,0,2019-08-26 12:56:41,1.0,0.1,0,0
474,20,20,0,2019-08-26 13:27:57,63.5710554,0.5,0,0
475,44,44,1,2019-08-26 14:38:52,1792.332662,1.6,1,0
476,1,1,0,2019-08-26 15:16:58,22.7157962,0.1,0,0
477,41,41,0,2019-08-26 16:13:27,717.9447736,1.3,0,0
478,4,4,0,2019-08-27 02:48:35,6.1280927,0.2,0,0
479,1,1,0,2019-08-27 05:58:16,10.3865997,0.2,0,0
480,14,9,0,2019-08-28 01:24:59,32.5623504,0.2,0,0
481,0,0,0,2019-08-28 03:08:14,5.2098736,0.1,0,0
482,0,0,0,2019-08-28 06:48:47,1.9844371,0.1,0,0
483,22,22,0,2019-08-28 07:19:08,251.8028759,0.9,0,0
484,0,0,0,2019-08-28 09:52:27,1.0,0.1,0,0
485,4,4,0,2019-08-28 12:09:38,8.5948764,0.3,0,0
486,1,1,0,2019-08-28 12:20:37,1.0,0.1,0,0
487,13,13,0,2019-08-28 14:05:32,33.1469974,0.3,0,0
488,2,2,0,2019-08-28 14:06:03,17.4211935,0.3,0,0
489,1,1,0,2019-08-28 14:08:15,1.0,0.2,0,0
490,33,33,0,2019-08-28 15:10:55,423.3881467,1.2,0,0
491,2,2,0,2019-08-28 15:11:25,13.7460276,0.2,0,0
492,3,3,0,2019-08-28 15:24:56,2.9738457,0.2,0,0
493,3,3,0,2019-08-28 16:03:03,6.3365556,0.1,0,0
494,2,2,0,2019-08-28 16:04:29,6.4330252,0.2,0,0
495,25,25,0,2019-08-28 16:05:09,288.0131877,1.5,0,0
496,7,7,0,2019-08-28 17:16:27,10.7107956,0.2,0,0
497,6,6,0,2019-08-28 18:18:18,12.989426,0.3,0,0
498,7,7,0,2019-08-28 19:50:12,43.3319072,0.6,0,0
499,961,960,13,2019-08-28 20:50:09,50264.3533347,34.7,0,0
500,0,0,0,2019-08-28 23:07:20,4.7633429,0.1,0,0
501,4,4,0,2019-08-29 03:12:48,12.5601525,0.4,0,0
502,2,2,0,2019-08-29 08:44:08,5.0561437,0.1,0,0
503,1,1,0,2019-08-29 19:15:56,1.0,0.1,0,0
504,1,1,0,2019-08-29 20:55:05,1.0,0.1,0,0
505,90,90,1,2019-08-30 06:17:15,1378.7959888,3.1,0,0
506,4,4,0,2019-08-30 09:27:34,31.1094091,0.5,0,0
507,2,2,0,2019-08-30 19:06:37,2.3435644,0.2,0,0
508,0,0,0,2019-08-31 00:36:11,1.0,0.1,0,0
509,2,2,0,2019-08-31 15:38:15,4.1669596,0.1,0,0
510,1,1,0,2019-08-31 20:05:20,1.0,0.2,0,0
511,2,2,0,2019-09-01 03:07:05,3.380927,0.3,0,0
512,13,13,0,2019-09-01 13:38:46,96.826823,0.5,0,0
513,2,2,0,2019-09-01 14:04:48,16.6023092,0.2,0,0
514,1,1,0,2019-09-01 22:23:07,3.6250378,0.1,0,0
515,23,23,0,2019-09-01 22:38:28,149.0954944,0.8,0,0
516,96,96,0,2019-09-02 03:01:37,1418.4754753,2.0,0,0
517,2,2,0,2019-09-02 11:53:21,1.9323315,0.2,0,0
518,0,0,0,2019-09-02 13:19:18,4.7084532,0.1,0,0
519,1,1,0,2019-09-02 19:47:11,1.0,0.2,0,0
520,51,51,0,2019-09-04 08:21:14,1009.123485,1.8,0,0
521,2,2,0,2019-09-04 09:39:01,15.1614188,0.2,0,0
522,23,21,0,2019-09-04 14:39:14,182.3171811,0.8,0,0
523,6,6,0,2019-09-04 18:32:51,17.0873906,0.2,0,0
524,2,2,0,2019-09-04 23:15:33,3.80462,0.2,0,0
525,10,10,0,2019-09-05 05:24:34,12.2594692,0.1,0,0
526,2,2,0,2019-09-05 12:01:51,49.4601063,0.1,1,0
527,1,1,0,2019-09-05 12:06:09,1.0,0.2,0,0
528,3,3,0,2019-09-05 21:06:24,4.2925848,0.2,0,0
529,1,1,0,2019-09-10 09:17:39,1.0,0.1,0,0
530,8,8,0,2019-09-10 12:16:49,80.1200942,0.5,0,0
531,3,3,0,2019-09-10 14:13:26,2.3132537,0.1,0,0
532,15,15,0,2019-09-10 23:59:23,237.6225046,1.0,1,1
533,79,76,0,2019-09-11 22:00:20,2582.1221362,2.4,0,0
534,1,1,0,2019-09-11 23:26:22,1.0,0.2,0,0
535,1,1,0,2019-09-12 08:19:34,1.0,0.1,0,0
536,9,9,0,2019-09-13 21:16:06,52.5430935,0.4,0,0
537,0,0,0,2019-09-14 02:11:35,5.4387378,0.1,0,0
538,0,0,0,2019-09-14 08:09:49,1.0,0.1,0,0
539,0,0,0,2019-09-14 14:04:14,4.7929663,0.1,0,0
540,5,5,0,2019-09-14 18:02:07,24.2346109,0.3,0,0
541,4,4,0,2019-09-14 18:53:20,3.1593868,0.2,0,0
542,3,3,0,2019-09-15 00:07:38,2.7531295,0.1,0,0
543,8,8,0,2019-09-15 06:28:18,62.5942074,0.6,0,0
544,4,4,0,2019-09-15 14:01:46,4.2118727,0.2,0,0
545,2,2,0,2019-09-16 14:19:00,2.3800545,0.1,0,0
546,19,19,0,2019-09-16 17:43:33,150.2147651,0.8,0,0
547,8,8,0,2019-09-16 19:24:33,51.7520227,0.4,0,0
548,3,3,0,2019-09-16 19:37:47,2.8053726,0.2,0,0
549,2,2,0,2019-09-17 08:07:00,15.1099158,0.2,1,0
550,0,0,0,2019-09-17 16:38:25,1.0,0.1,0,0
551,1,1,0,2019-09-18 08:33:57,14.4511309,0.1,0,0
552,3,3,0,2019-09-18 09:47:14,5.1425631,0.2,0,0
553,4,4,0,2019-09-18 11:51:06,4.1542984,0.2,0,0
554,29,28,4,2019-09-18 12:11:52,30.8620208,9.3,0,0
555,14,14,0,2019-09-18 20:55:11,53.5672416,0.6,0,0
556,3,3,0,2019-09-18 21:38:35,7.6522963,0.3,0,0
557,7,7,0,2019-09-19 01:11:46,44.2804332,0.3,0,0
558,1,1,0,2019-09-19 02:03:26,1.0,0.2,0,0
559,11,9,1,2019-09-19 20:20:27,41.3347618,0.3,0,0
560,2,2,0,2019-09-19 22:57:54,3.3656682,0.3,0,0
561,5,5,0,2019-09-20 00:22:26,15.0771626,0.1,0,0
562,7,7,0,2019-09-20 00:53:58,44.6399302,0.3,0,0
563,6,6,0,2019-09-20 04:22:38,72.9529554,0.2,0,0
564,4,3,0,2019-09-20 23:00:18,28.541689,0.2,1,0
565,3,3,0,2019-09-21 22:35:07,16.1170103,0.2,0,0
566,0,0,0,2019-09-22 10:31:57,4.9696668,0.1,0,0
567,1,1,0,2019-09-22 11:04:17,13.7492419,0.2,1,0
568,1,1,0,2019-09-22 11:43:50,13.6161814,0.2,1,0
569,12,11,0,2019-09-22 22:10:12,145.6313609,0.5,0,0
570,92,92,0,2019-09-25 18:30:59,5693.9366876,3.1,0,0
571,5,5,0,2019-09-26 10:42:04,20.1969065,0.5,0,0
572,0,0,0,2019-09-26 21:38:00,2.6496458,0.1,0,0
573,5,5,0,2019-09-27 00:44:15,60.1093131,0.5,0,0
574,3,3,0,2019-09-27 01:39:46,10.6192744,0.2,0,0
575,0,0,0,2019-09-27 11:03:42,19.3019905,0.1,0,0
576,0,0,0,2019-09-28 18:43:19,1.0,0.1,0,0
577,322,321,1,2019-09-28 18:50:00,9501.09951799999,8.5,0,0
578,2,2,0,2019-09-29 07:25:45,4.1368108,0.3,0,0
579,5,5,0,2019-09-29 21:06:17,10.302423,0.2,0,0
580,10,9,0,2019-10-01 01:02:23,95.669882,0.6,0,0
581,5,5,0,2019-10-01 01:03:36,60.2297939,0.4,0,0
582,2,2,0,2019-10-01 09:39:12,2.8599464,0.1,0,0
583,26,26,0,2019-10-01 20:25:08,85.6566686,0.4,0,0
584,22,22,1,2019-10-02 01:38:20,276.0494718,2.6,0,0
585,2,2,0,2019-10-02 08:02:59,10.2495356,0.1,0,0
586,8,8,0,2019-10-02 20:05:21,13.1009812,0.1,0,0
587,4,4,0,2019-10-02 21:27:22,14.7147023,0.1,0,0
588,1,1,0,2019-10-03 03:33:34,9.4048608,0.2,0,0
589,16,16,0,2019-10-03 05:59:49,129.5343245,0.6,0,0
590,1,1,0,2019-10-03 07:49:42,1.0,0.2,0,0
591,10,10,0,2019-10-03 12:20:19,68.2093793,0.3,0,0
592,0,0,0,2019-10-03 19:08:47,7.7388759,0.1,0,0
593,2,2,0,2019-10-03 20:33:27,9.3452912,0.1,0,0
594,4,4,0,2019-10-03 22:46:10,15.943893,0.3,0,0
595,4,4,0,2019-10-04 02:09:25,15.4677372,0.1,0,0
596,5,5,0,2019-10-04 02:24:10,14.6903269,0.2,0,0
597,6,6,0,2019-10-07 18:43:26,24.4113741,0.5,0,0
598,4,4,0,2019-10-07 18:47:54,9.4267797,0.1,0,0
599,1,1,0,2019-10-07 22:26:03,1.0,0.1,0,0
600,213,213,2,2019-10-08 10:40:17,3276.0252425,13.3,0,0
601,208,208,1,2019-10-08 11:41:12,3451.1418683,12.0,0,0
602,2,2,0,2019-10-08 22:44:42,3.2363195,0.2,0,0
603,1,1,0,2019-10-09 00:08:59,1.0,0.1,0,0
604,5,5,0,2019-10-09 22:34:21,9.941579,0.4,0,0
605,22,22,0,2019-10-10 09:52:58,87.1329617,0.6,0,0
606,3,3,0,2019-10-10 14:14:30,3.2917153,0.1,0,0
607,9,9,0,2019-10-11 08:47:31,69.0818798,0.4,0,0
608,5,5,0,2019-10-11 12:36:40,10.953531,0.3,0,0
609,86,85,0,2019-10-11 14:02:28,1016.7946217,1.4,0,0
610,3,3,0,2019-10-11 14:59:56,7.8477641,0.2,0,0
611,0,0,0,2019-10-11 21:17:16,6.3741842,0.1,0,0
612,2,2,0,2019-10-12 04:22:45,29.0924196,0.2,0,0
613,1,1,0,2019-10-12 21:04:21,1.0,0.1,0,0
614,6,6,0,2019-10-13 00:40:23,17.0496168,0.3,0,0
615,0,0,0,2019-10-13 07:35:19,2.1871658,0.1,0,0
616,7,7,0,2019-10-13 08:35:55,7.6138128,0.3,0,0
617,7,7,0,2019-10-13 11:09:01,29.1905622,0.3,0,0
618,0,0,0,2019-10-13 13:36:29,11.0,0.1,1,0
619,2,2,0,2019-10-13 18:57:02,4.9495848,0.1,0,0
620,1,1,0,2019-10-13 21:30:04,2.3860012,0.2,0,0
621,11,11,0,2019-10-13 22:36:29,20.2734711,0.1,0,0
622,0,0,0,2019-10-14 04:16:28,1.0,0.1,0,0
623,13,12,1,2019-10-14 04:46:34,37.2648447,0.4,0,0
624,39,39,0,2019-10-14 06:31:07,457.7706159,1.4,0,0
625,3,3,0,2019-10-14 16:39:27,22.9919443,0.2,0,0
626,1,1,0,2019-10-14 18:37:43,6.0693786,0.1,0,0
627,12,11,0,2019-10-14 19:18:44,72.9648938,0.4,0,0
628,2,2,0,2019-10-14 20:01:49,7.003901,0.2,0,0
629,8,8,0,2019-10-14 20:31:34,17.6345599,0.3,0,0
630,9,9,0,2019-10-15 09:47:19,29.9804973,0.5,0,0
631,3,3,0,2019-10-15 11:29:44,2.4657234,0.1,0,0
632,1,1,0,2019-10-15 12:33:28,1.0,0.1,0,0
633,3,3,0,2019-10-15 18:20:44,4.6700424,0.3,0,0
634,7,7,0,2019-10-15 19:06:31,9.3000919,0.1,0,0
635,19,19,0,2019-10-16 05:18:17,200.0156047,0.8,0,0
636,3,3,0,2019-10-16 19:20:57,6.3193472,0.3,0,0
637,3,3,0,2019-10-16 19:49:25,5.3435636,0.1,0,0
638,7,7,0,2019-10-17 01:40:42,26.0234243,0.3,0,0
639,46,46,0,2019-10-17 23:33:48,424.4016581,1.3,0,0
640,10,10,0,2019-10-18 02:11:03,26.2326084,0.3,0,0
641,4,4,0,2019-10-18 04:26:13,6.2540399,0.2,0,0
642,9,9,0,2019-10-18 13:54:48,34.3948873,0.4,0,0
643,1,1,0,2019-10-18 19:19:36,5.3028147,0.1,0,0
644,91,91,9,2019-10-19 01:44:21,1655.9822348,7.5,1,0
645,6,6,0,2019-10-19 18:15:20,14.7170954,0.4,0,0
646,5,5,0,2019-10-19 20:18:21,11.37594,0.2,0,0
647,0,0,0,2019-10-20 05:20:31,7.5894121,0.1,0,0
648,5,5,0,2019-10-20 06:09:24,23.1526264,0.3,0,0
649,2,2,0,2019-10-20 10:13:44,2.8999861,0.1,0,0
650,3,3,0,2019-10-20 17:07:14,4.9982773,0.1,0,0
651,7,7,0,2019-10-20 21:36:28,32.1059902,0.4,0,0
652,294,284,64,2019-10-21 08:17:38,2550.9059754,85.8,0,0
653,0,0,0,2019-10-21 08:55:11,1.0,0.1,0,0
654,2,2,0,2019-10-21 18:38:57,15.9263848,0.1,0,0
655,3,3,0,2019-10-21 21:37:44,3.3019567,0.1,0,0
656,25,25,0,2019-10-21 22:30:02,211.6944312,0.8,0,0
657,3,3,0,2019-10-21 23:36:17,3.5605098,0.1,0,0
658,1,1,0,2019-10-22 00:15:07,1.0,0.1,0,0
659,29,29,0,2019-10-22 22:29:06,309.3410072,1.1,0,0
660,1,1,0,2019-10-22 23:04:26,1.0,0.2,0,0
661,2,2,0,2019-10-23 10:45:05,15.6422156,0.2,0,0
662,110,108,1,2019-10-23 12:07:29,3015.9423441,2.7,0,0
663,1,1,0,2019-10-23 16:09:37,1.0,0.1,0,0
664,1,1,0,2019-10-23 20:40:14,1.0,0.2,0,0
665,0,0,0,2019-10-24 17:18:57,1.0,0.1,0,0
666,7,7,0,2019-10-25 22:40:44,40.4607287,0.4,0,0
667,3,3,0,2019-10-26 11:46:47,12.3619203,0.1,0,0
668,0,0,0,2019-10-26 15:14:17,7.2346778,0.1,0,0
669,2,2,0,2019-10-27 07:54:02,3.7072012,0.2,0,0
670,122,121,1,2019-10-27 16:32:41,3606.5256553,2.7,0,0
671,48,48,1,2019-10-28 21:16:13,525.3198529,2.8,0,0
672,21,21,0,2019-10-30 05:04:14,495.6079054,1.3,0,0
673,52,47,2,2019-10-30 05:04:41,146.6666388,2.5,0,0
674,13,13,0,2019-10-30 08:26:37,58.8637622,0.5,0,0
675,1,1,0,2019-10-31 02:07:53,15.8104625,0.1,0,0
676,3,3,0,2019-10-31 02:32:26,6.200522,0.1,0,0
677,2,2,0,2019-10-31 22:56:14,3.1785265,0.1,0,0
678,3,3,0,2019-11-01 07:48:49,11.387751,0.2,0,0
679,4,4,0,2019-11-02 06:48:51,6.2565273,0.1,0,0
680,2,2,0,2019-11-02 09:51:11,15.4028611,0.2,0,0
681,1,1,0,2019-11-02 17:56:08,8.6112521,0.1,0,0
682,12,12,0,2019-11-02 20:59:44,127.1022511,0.5,0,0
683,0,0,0,2019-11-03 03:59:12,6.9222495,0.1,0,0
684,0,0,0,2019-11-03 09:51:50,2.9766844,0.1,0,0
685,9,9,0,2019-11-04 12:14:57,109.6323153,0.4,0,0
686,0,0,0,2019-11-04 15:50:34,4.0966752,0.1,0,0
687,0,0,0,2019-11-05 00:02:11,8.6986324,0.1,0,0
688,2,2,0,2019-11-05 01:34:01,4.4075366,0.3,0,0
689,1,1,0,2019-11-06 01:32:22,17.2834432,0.2,0,0
690,0,0,0,2019-11-07 21:41:26,1.0,0.1,0,0
691,0,0,0,2019-11-08 13:27:45,6.3381248,0.1,0,0
692,0,0,0,2019-11-08 13:28:07,3.6601644,0.1,0,0
693,159,158,0,2019-11-08 14:07:34,4685.5624552,4.0,0,0
694,0,0,0,2019-11-08 18:34:40,1.0,0.1,0,0
695,3,2,0,2019-11-09 16:12:36,42.3633657,0.3,1,0
696,2,2,0,2019-11-10 06:24:34,8.8905978,0.2,0,0
697,4,4,0,2019-11-11 10:10:07,19.8550907,0.3,0,0
698,2,2,0,2019-11-11 22:46:14,7.3914118,0.3,0,0
699,26,25,4,2019-11-12 17:41:29,498.1036,3.1,1,1
700,1,1,0,2019-11-12 19:21:05,3.8383417,0.1,0,0
701,1,1,0,2019-11-12 20:27:30,1.9979539,0.2,0,0
702,6,6,0,2019-11-13 19:41:59,55.0063892,0.3,0,0
703,2,2,0,2019-11-13 20:47:55,2.2202958,0.1,0,0
704,7,6,0,2019-11-14 04:02:57,34.6744955,0.3,0,0
705,2,2,0,2019-11-14 11:09:02,5.1905498,0.1,0,0
706,35,33,2,2019-11-15 06:40:39,223.8371532,1.3,0,0
707,0,0,0,2019-11-17 13:58:04,2.2473976,0.1,0,0
708,1,1,0,2019-11-17 17:22:11,1.0,0.2,0,0
709,0,0,0,2019-11-17 17:35:12,5.0863055,0.1,0,0
710,2,2,0,2019-11-17 18:05:39,6.6355627,0.1,0,0
711,3,3,0,2019-11-17 18:07:16,5.3261159,0.3,0,0
712,7,7,0,2019-11-17 19:36:08,68.5742856,0.6,0,0
713,2,2,0,2019-11-17 23:09:59,18.9571578,0.1,1,0
714,2,2,0,2019-11-19 19:57:11,3.4271897,0.1,0,0
715,2,2,0,2019-11-19 20:32:25,11.0329726,0.1,0,0
716,35,35,1,2019-11-19 20:42:39,646.4008091,2.5,0,0
717,1,1,0,2019-11-19 21:08:46,1.0,0.1,0,0
718,7,6,0,2019-11-20 00:12:44,48.0169016,0.4,0,0
719,12,11,0,2019-11-20 08:47:54,59.9046095,0.4,0,0
720,0,0,0,2019-11-20 14:19:30,9.0452847,0.1,0,0
721,0,0,0,2019-11-20 18:07:42,6.8000553,0.1,0,0
722,0,0,0,2019-11-21 15:30:51,3.462343,0.1,0,0
723,3,3,0,2019-11-23 01:45:28,12.8148894,0.3,0,0
724,2,2,0,2019-11-23 11:02:15,5.5600163,0.1,0,0
725,0,0,0,2019-11-23 19:18:23,8.1169862,0.1,0,0
726,2,2,0,2019-11-24 07:46:29,6.0964122,0.2,0,0
727,4,4,0,2019-11-24 21:29:39,49.6353766,0.2,0,0
728,0,0,0,2019-11-25 03:24:04,8.5904038,0.1,0,0
729,3,3,0,2019-11-25 04:45:24,11.1818857,0.1,0,0
730,1,1,0,2019-11-25 15:01:40,2.2821697,0.1,0,0
731,0,0,0,2019-11-25 19:39:39,1.0,0.1,0,0
732,4,4,0,2019-11-25 21:40:42,49.2131449,0.4,1,0
733,49,49,1,2019-11-26 00:09:09,822.7738981,3.8,0,0
734,45,45,1,2019-11-26 00:09:18,1361.3586458,2.5,0,0
735,2,2,0,2019-11-26 12:36:30,15.8186426,0.2,0,0
736,1,1,0,2019-11-26 21:07:25,1.0,0.2,0,0
737,0,0,0,2019-11-27 00:32:08,1.0,0.1,0,0
738,6,6,0,2019-11-28 03:45:48,52.5021329,0.2,0,0
739,9,8,0,2019-11-28 17:03:36,266.0372215,0.6,0,0
740,9,9,0,2019-11-28 17:40:47,24.8520201,0.3,0,0
741,2,2,0,2019-11-28 17:50:44,2.559545,0.3,0,0
742,1,1,0,2019-11-29 00:45:55,4.3608044,0.2,0,0
743,57,57,0,2019-11-29 02:44:07,1425.9819387,1.6,0,0
744,12,12,0,2019-11-29 05:36:09,41.4906345,0.5,0,0
745,4,4,0,2019-11-29 21:14:27,6.2547549,0.1,0,0
746,13,13,0,2019-11-30 08:35:42,55.8241243,0.6,0,0
747,3,3,0,2019-11-30 11:22:12,4.0917839,0.2,0,0
748,48,48,0,2019-11-30 16:11:15,619.3461347,0.6,0,0
749,8,8,0,2019-12-02 10:57:19,34.9268158,0.5,0,0
750,4,4,0,2019-12-02 20:20:43,13.157533,0.2,0,0
751,2,2,0,2019-12-03 00:55:47,1.7367939,0.1,0,0
752,0,0,0,2019-12-03 09:44:25,7.0164325,0.1,0,0
753,30,30,0,2019-12-03 21:40:07,378.398537,1.0,0,0
754,100,90,6,2019-12-04 00:19:43,1389.5147103,1.6,0,0
755,47,46,0,2019-12-04 01:36:58,828.6315763,1.2,0,0
756,1,1,0,2019-12-04 04:37:58,6.1995448,0.2,0,0
757,24,24,1,2019-12-04 05:45:06,111.9078575,0.6,0,0
758,0,0,0,2019-12-05 14:58:56,1.0,0.1,0,0
759,0,0,0,2019-12-06 15:45:37,1.0,0.1,0,0
760,6,6,0,2019-12-07 00:08:07,9.1106974,0.1,0,0
761,1,1,0,2019-12-07 12:27:25,1.0,0.2,0,0
762,3,3,0,2019-12-09 22:27:17,22.9250681,0.3,0,0
763,14,14,0,2019-12-09 23:12:36,122.9198554,0.6,0,0
764,3,3,0,2019-12-10 17:46:30,3.3743363,0.1,0,0
765,1,1,0,2019-12-11 01:25:04,1.0,0.2,0,0
766,4,4,0,2019-12-11 03:15:44,20.6794451,0.3,0,0
767,3,3,0,2019-12-11 08:12:35,3.3883724,0.3,0,0
768,17,16,0,2019-12-11 22:03:14,139.8743097,0.4,0,0
769,0,0,0,2019-12-12 02:09:44,7.649058,0.1,0,0
770,1,1,0,2019-12-12 11:13:46,3.1427496,0.1,0,0
771,983,976,213,2019-12-12 17:50:34,11629.5479957,171.4,1,1
772,0,0,0,2019-12-12 21:10:14,1.0,0.1,0,0
773,6,6,0,2019-12-13 00:22:52,20.9074241,0.1,0,0
774,4,4,0,2019-12-13 07:34:15,12.9910194,0.3,0,0
775,6,6,0,2019-12-13 08:38:00,6.8863008,0.2,0,0
776,3,3,0,2019-12-17 19:19:15,4.8911104,0.1,0,0
777,176,176,0,2019-12-17 22:40:17,4422.8909311,3.0,0,0
778,1,1,0,2019-12-17 23:54:42,1.0,0.1,0,0
779,7,7,0,2019-12-19 03:08:24,11.8035944,0.2,0,0
780,1,1,0,2019-12-19 13:05:52,1.0,0.1,0,0
781,4,4,0,2019-12-19 13:56:58,74.4337873,0.2,0,0
782,12,12,0,2019-12-19 16:45:18,68.6666438,0.4,0,0
783,4,4,0,2019-12-20 01:59:11,26.02469,0.4,0,0
784,2,2,0,2019-12-20 10:10:40,1.3947139,0.1,0,0
785,16,15,0,2019-12-21 05:57:18,97.4022861,0.4,0,0
786,0,0,0,2019-12-21 20:46:47,1.0,0.1,0,0
787,1,1,0,2019-12-22 00:37:03,35.4356852,0.1,0,0
788,11,10,1,2019-12-22 02:03:00,37.0961739,1.1,0,0
789,146,144,1,2019-12-22 05:51:43,2114.5348212,4.6,0,0
790,10,10,0,2019-12-22 15:12:58,61.522932,0.4,0,0
791,3,3,0,2019-12-22 18:09:09,11.0394103,0.1,0,0
792,385,384,54,2019-12-23 08:54:41,3273.0325901,16.5,0,1
793,65,65,0,2019-12-23 10:43:43,158.7425264,1.4,0,0
794,8,7,0,2019-12-23 14:19:48,19.3500674,0.1,0,0
