Id,Entry,Date,UserID
2283,b,"2019-05-30 01:07:41.805455",14
2284,w,"2019-05-30 01:07:46.248831",14
2285,y,"2019-05-30 01:07:54.400214",14
2286,c,"2019-05-30 01:08:01.270721",14
2287,w,"2019-05-30 01:08:09.423476",14
2288,j,"2019-05-30 01:08:31.717942",14
2289,b,"2019-05-30 01:08:38.493259",14
2290,s,"2019-05-30 01:08:48.384431",14
2291,p,"2019-05-30 01:08:56.170333",14
2292,o,"2019-05-30 01:09:02.328746",14
2293,j,"2019-05-30 01:09:10.102341",14
2294,p,"2019-05-30 01:09:18.564149",14
2295,o,"2019-05-30 01:09:25.234318",14
2296,c,"2019-05-30 01:09:33.638056",14
2297,b,"2019-05-30 01:10:02.455782",14
2298,o,"2019-05-30 01:10:12.584022",14
2299,p,"2019-05-30 01:10:19.918272",14
2300,b,"2019-05-30 01:10:25.939136",14
2301,w,"2019-05-30 01:10:34.308431",14
2302,j,"2019-05-30 01:10:42.528382",14
2303,c,"2019-05-30 01:10:49.076171",14
2304,b,"2019-05-30 01:11:13.296214",14
2305,o,"2019-05-30 01:11:21.477098",14
2306,c,"2019-05-30 01:11:28.622837",14
2307,o,"2019-05-30 01:11:44.443573",14
2308,c,"2019-05-30 01:12:14.457430",14
2309,p,"2019-05-30 01:12:22.783225",14
2310,o,"2019-05-30 01:12:29.092011",14
2311,g,"2019-05-30 01:12:42.521712",14
2312,c,"2019-05-30 01:12:45.515390",14
2313,p,"2019-05-30 01:12:53.161502",14
2314,o,"2019-05-30 01:13:00.016100",14
2315,w,"2019-05-30 01:13:07.523270",14
2316,o,"2019-05-30 01:13:31.962025",14
2317,c,"2019-05-30 01:13:38.997762",14
2318,p,"2019-05-30 01:13:45.891460",14
2319,o,"2019-05-30 01:13:53.374016",14
2320,p,"2019-05-30 01:14:16.567401",14
2321,b,"2019-05-30 01:14:23.816066",14
2322,c,"2019-05-30 01:14:31.894140",14
2323,y,"2019-05-30 01:15:09.989652",14
2324,c,"2019-05-30 01:15:25.520993",14
2325,p,"2019-05-30 01:15:32.527992",14
2326,b,"2019-05-30 01:15:40.229389",14
2327,c,"2019-05-30 01:15:48.709527",14
2328,p,"2019-05-30 01:15:55.476460",14
2329,b,"2019-05-30 01:16:05.580540",14
2330,c,"2019-05-30 01:16:11.477008",14
2331,p,"2019-05-30 01:16:19.759546",14
2332,w,"2019-05-30 01:16:28.937889",14
2333,b,"2019-05-30 01:16:34.390918",14
2334,w,"2019-05-30 01:17:13.510309",14
2335,s,"2019-05-30 01:17:20.433220",14
2336,b,"2019-05-30 01:17:27.509600",14
2337,p,"2019-05-30 01:17:35.561567",14
2338,c,"2019-05-30 01:18:00.172569",14
2339,b,"2019-05-30 01:18:05.395389",14
2340,?,"2019-05-30 01:18:23.306010",19
2341,p,"2019-05-30 01:18:30.585128",14
2342,y,"2019-05-30 01:18:36.202654",14
2343,b,"2019-05-30 01:18:45.358289",14
2344,c,"2019-05-30 01:18:52.502579",14
2345,w,"2019-05-30 01:18:59.625073",14
2346,j,"2019-05-30 01:19:40.170868",14
2347,y,"2019-05-30 01:20:01.036205",19
2348,w,"2019-05-30 01:20:02.026842",14
2349,b,"2019-05-30 01:20:09.776419",14
2350,b,"2019-05-30 01:20:11.436781",19
2351,p,"2019-05-30 01:20:16.871588",19
2352,r,"2019-05-30 01:20:24.562356",19
2353,b,"2019-05-30 01:21:03.523127",14
2354,c,"2019-05-30 01:21:03.721090",19
2355,w,"2019-05-30 01:21:09.723625",14
2356,r,"2019-05-30 01:21:11.684534",19
2357,j,"2019-05-30 01:21:18.369824",14
2358,j,"2019-05-30 01:21:18.881182",19
2359,b,"2019-05-30 01:21:25.105461",14
2360,c,"2019-05-30 01:21:27.116226",19
2361,s,"2019-05-30 01:21:33.790747",14
2362,s,"2019-05-30 01:21:34.303660",19
2363,p,"2019-05-30 01:21:40.986108",14
2364,o,"2019-05-30 01:21:41.566934",19
2365,r,"2019-05-30 01:22:03.583789",19
2366,g,"2019-05-30 01:22:11.569969",14
2367,g,"2019-05-30 01:22:12.026186",19
2368,w,"2019-05-30 01:22:34.011842",14
2369,w,"2019-05-30 01:22:34.118480",19
2370,c,"2019-05-30 01:22:42.172382",14
2371,c,"2019-05-30 01:22:42.923804",19
2372,s,"2019-05-30 01:22:49.755396",14
2373,s,"2019-05-30 01:22:50.915194",19
2374,j,"2019-05-30 01:22:56.771776",14
2375,r,"2019-05-30 01:22:57.579823",19
2376,s,"2019-05-30 01:23:36.699292",19
2377,y,"2019-05-30 01:23:44.287477",19
2378,w,"2019-05-30 01:23:51.693829",19
2379,*waving,"2019-05-30 01:24:03.794828",19
2380,j,"2019-05-30 01:24:37.017633",19
2381,*falling,"2019-05-30 01:24:42.529783",19
2382,r,"2019-05-30 01:24:53.604098",19
2383,o,"2019-05-30 01:25:00.081610",19
2384,y,"2019-05-30 01:25:09.370682",19
2385,g,"2019-05-30 01:25:15.831821",19
2386,c,"2019-05-30 01:25:38.511054",19
2387,r,"2019-05-30 01:25:47.060844",19
2388,o,"2019-05-30 01:25:53.049241",19
2389,c,"2019-05-30 01:26:00.443796",19
2390,y,"2019-05-30 01:26:08.697262",19
2391,*dancing,"2019-05-30 01:26:34.404275",19
2392,w,"2019-05-30 01:26:49.474440",19
2393,c,"2019-05-30 01:26:56.195770",19
2394,g,"2019-05-30 01:27:01.396939",19
2395,j,"2019-05-30 01:27:09.273007",19
2396,s,"2019-05-30 01:27:19.395438",19
2397,p,"2019-05-30 01:27:25.229318",19
2398,g,"2019-05-30 01:27:34.559812",19
2399,y,"2019-05-30 01:27:49.217165",19
2400,o,"2019-05-30 01:27:56.555342",19
2401,s,"2019-05-30 01:28:04.780652",19
2402,w,"2019-05-30 01:28:13.823352",19
2403,j,"2019-05-30 01:28:17.719577",19
2404,g,"2019-05-30 01:28:26.292144",19
2405,*bowing,"2019-05-30 01:28:33.066236",19
2406,s,"2019-05-30 01:28:38.082431",19
2407,r,"2019-05-30 01:28:41.944294",19
2408,*surfing,"2019-05-30 01:28:52.884904",19
2409,*flying,"2019-05-30 01:28:57.265637",19
2410,b,"2019-05-30 01:29:06.287419",19
2411,w,"2019-05-30 01:29:13.580334",19
2412,*diving,"2019-05-30 01:29:30.104570",19
2413,s,"2019-05-30 01:29:35.070950",19
2414,w,"2019-05-30 01:29:43.283890",19
2415,*slithering,"2019-05-30 01:29:53.586294",19
2416,*rocking,"2019-05-30 01:30:10.510654",19
2417,c,"2019-05-30 01:30:23.499482",19
2418,o,"2019-05-30 01:30:28.952920",19
2419,b,"2019-05-30 01:30:34.690692",19
2420,r,"2019-05-30 01:30:45.678959",19
2421,y,"2019-05-30 01:30:51.495478",19
2422,*stretching,"2019-05-30 01:31:01.207928",19
2423,*scratching,"2019-05-30 01:31:08.812411",19
2424,b,"2019-05-30 01:31:15.020425",19
2425,r,"2019-05-30 01:31:22.180028",19
2426,o,"2019-05-30 01:31:31.677462",19
2427,*leaning,"2019-05-30 01:31:45.364206",19
2428,g,"2019-05-30 01:31:56.180396",19
2429,b,"2019-05-30 01:31:59.787827",19
2430,y,"2019-05-30 01:32:06.921027",19
2431,w,"2019-05-30 01:32:17.174035",19
2432,4,"2019-05-30 01:32:25.911733",19
2433,r,"2019-05-30 01:32:27.788127",19
2434,w,"2019-05-30 01:32:55.675108",19
2435,o,"2019-05-30 01:33:02.594415",19
2436,r,"2019-05-30 01:33:11.153560",19
2437,w,"2019-05-30 01:33:18.201762",19
2438,r,"2019-05-30 01:33:42.984746",19
2439,c,"2019-05-30 01:33:55.211474",19
2440,*shaking,"2019-05-30 01:33:59.187643",19
2441,g,"2019-05-30 01:34:04.167153",19
2442,s,"2019-05-30 01:34:12.020884",19
2443,w,"2019-05-30 01:34:26.804895",19
2444,g,"2019-05-30 01:34:33.689404",19
2445,b,"2019-05-30 01:34:41.979895",19
2446,"*looking around","2019-05-30 01:35:01.459181",19
2447,b,"2019-05-30 01:35:05.683505",19
2448,g,"2019-05-30 01:35:14.413563",19
2449,c,"2019-05-30 01:35:21.288369",19
2450,b,"2019-05-30 01:35:28.309200",19
2451,g,"2019-05-30 01:35:36.789683",19
2452,w,"2019-05-30 01:35:42.776739",19
2453,*kicking,"2019-05-30 01:35:49.815058",19
2454,s,"2019-05-30 01:35:52.061431",19
2455,*flailing,"2019-05-30 01:35:57.873744",19
2456,*blocking,"2019-05-30 01:36:07.008198",19
2457,*holding,"2019-05-30 01:36:12.574192",19
2458,y,"2019-05-30 01:36:16.992979",19
2459,b,"2019-05-30 01:36:25.512971",19
2460,j,"2019-05-30 01:36:32.911345",19
2461,s,"2019-05-30 01:36:37.573853",19
2462,g,"2019-05-30 01:36:47.602853",19
2463,*eating,"2019-05-30 01:36:57.747588",19
2464,*swaying,"2019-05-30 01:37:05.747821",19
2465,b,"2019-05-30 01:37:10.595760",19
2466,r,"2019-05-30 01:37:16.830327",19
2467,o,"2019-05-30 01:37:23.441836",19
2468,*kicking,"2019-05-30 01:37:31.257220",19
2469,*punching,"2019-05-30 01:37:37.745386",19
2470,g,"2019-05-30 01:37:40.426750",19
2471,b,"2019-05-30 01:38:04.311601",19
2472,*touching,"2019-05-30 01:38:07.500520",19
2473,*holding,"2019-05-30 01:38:10.200827",19
2474,*feeling,"2019-05-30 01:38:12.892251",19
2475,*clapping,"2019-05-30 01:38:19.082720",19
2476,r,"2019-05-30 01:38:24.095088",19
2477,s,"2019-05-30 01:38:33.478060",19
2478,y,"2019-05-30 01:38:40.782893",19
2479,p,"2019-05-30 01:38:52.961547",19
2480,c,"2019-05-30 01:38:58.026354",19
2481,s,"2019-05-30 01:39:01.377100",19
2482,o,"2019-05-30 01:39:11.614714",19
2483,g,"2019-05-30 01:39:18.045792",19
2484,r,"2019-05-30 01:39:26.481787",19
2485,c,"2019-05-30 01:39:34.919394",19
2486,r,"2019-05-30 01:39:49.673541",19
2487,c,"2019-05-30 01:39:58.081508",19
2488,y,"2019-05-30 01:40:29.505916",19
2489,w,"2019-05-30 01:40:35.718499",19
2490,c,"2019-05-30 01:40:59.914856",19
2491,*batting,"2019-05-30 01:41:35.749559",19
2492,"*falling over","2019-05-30 01:41:51.740746",19
2493,r,"2019-05-30 01:42:08.759565",19
2494,*prancing,"2019-05-30 01:42:38.746875",19
2495,*trotting,"2019-05-30 01:42:41.883234",19
2496,*loping,"2019-05-30 01:42:47.689523",19
2497,*waving,"2019-05-30 01:43:05.141495",19
2498,*pumping,"2019-05-30 01:43:18.451710",19
2499,*nodding,"2019-05-30 01:43:25.363593",19
2500,*smiling,"2019-05-30 01:43:38.084279",19
2501,*frowning,"2019-05-30 01:43:47.674379",19
2502,b,"2019-05-30 01:43:54.390898",19
2503,g,"2019-05-30 01:44:04.239031",19
2504,s,"2019-05-30 01:44:08.912377",19
2505,*pivoting,"2019-05-30 01:45:00.483066",19
2506,*laughing,"2019-05-30 01:45:10.874786",19
2507,*sleeping,"2019-05-30 01:45:26.790112",19
2508,*crying,"2019-05-30 01:45:30.547143",19
2509,*fighting,"2019-05-30 01:45:37.655631",19
2510,*slapping,"2019-05-30 01:45:40.549904",19
2511,*pinching,"2019-05-30 01:45:43.078318",19
2512,*touching,"2019-05-30 01:45:46.401695",19
2513,*reaching,"2019-05-30 01:45:53.259953",19
2514,*blocking,"2019-05-30 01:45:58.330123",19
2515,*handling,"2019-05-30 01:46:00.978142",19
2516,*arguing,"2019-05-30 01:46:06.628562",19
2517,*ramming,"2019-05-30 01:46:11.447676",19
2518,*nudging,"2019-05-30 01:46:23.243657",19
2519,y,"2019-05-30 01:46:35.806245",19
2520,b,"2019-05-30 01:46:51.613631",19
2521,w,"2019-05-30 01:47:00.091907",19
2522,c,"2019-05-30 01:47:07.854701",19
2523,r,"2019-05-30 01:47:13.274219",19
2524,w,"2019-05-30 01:47:22.024337",19
2525,y,"2019-05-30 01:47:29.907939",19
2526,r,"2019-05-30 01:47:37.976460",19
2527,c,"2019-05-30 01:47:44.534240",19
2528,y,"2019-05-30 01:47:51.948077",19
2529,r,"2019-05-30 01:48:00.284433",19
2530,c,"2019-05-30 01:48:09.964843",19
2531,y,"2019-05-30 01:48:17.151059",19
2532,r,"2019-05-30 01:48:22.537147",19
2533,w,"2019-05-30 01:48:33.072765",19
2534,p,"2019-05-30 01:48:40.057691",19
2535,y,"2019-05-30 01:48:47.994205",19
2536,w,"2019-05-30 01:48:53.636303",19
2537,r,"2019-05-30 01:49:00.984612",19
2538,o,"2019-05-30 01:49:13.607136",19
2539,c,"2019-05-30 01:49:16.867499",19
2540,r,"2019-05-30 01:49:23.649177",19
2541,y,"2019-05-30 01:49:33.398592",19
2542,p,"2019-05-30 01:49:40.409671",19
2543,w,"2019-05-30 01:49:48.167498",19
2544,r,"2019-05-30 01:49:55.429954",19
2545,b,"2019-05-30 01:50:03.247539",19
2546,y,"2019-05-30 01:50:26.651366",19
2547,r,"2019-05-30 01:50:34.733563",19
2548,p,"2019-05-30 01:50:42.020796",19
2549,o,"2019-05-30 01:50:49.705123",19
2550,w,"2019-05-30 01:50:57.058940",19
2551,c,"2019-05-30 01:51:05.115235",19
2552,j,"2019-05-30 01:51:24.324034",19
2553,g,"2019-05-30 01:51:36.330140",19
2554,r,"2019-05-30 01:51:45.041135",19
2555,w,"2019-05-30 01:51:51.683171",19
2556,s,"2019-05-30 01:52:06.933364",19
2557,y,"2019-05-30 01:52:14.810379",19
2558,c,"2019-05-30 01:52:21.348753",19
2559,g,"2019-05-30 01:52:30.848233",19
2560,r,"2019-05-30 01:52:36.718836",19
2561,b,"2019-05-30 01:52:45.779533",19
2562,y,"2019-05-30 01:52:52.857563",19
2563,r,"2019-05-30 01:52:59.753854",19
2564,w,"2019-05-30 01:53:10.465308",19
2565,y,"2019-05-30 01:53:16.446728",19
2566,r,"2019-05-30 01:53:23.109409",19
2567,b,"2019-05-30 01:53:32.145113",19
2568,r,"2019-05-30 01:53:47.743881",19
2569,o,"2019-05-30 01:54:03.489246",19
2570,sr,"2019-05-30 01:54:09.446265",19
2571,r,"2019-05-30 01:54:13.882003",19
2572,b,"2019-05-30 01:54:31.758094",19
2573,j,"2019-05-30 01:54:42.830478",19
2574,y,"2019-05-30 01:54:49.200761",19
2575,c,"2019-05-30 01:54:58.491849",19
2576,bb,"2019-05-30 01:55:04.735217",19
2577,bw,"2019-05-30 01:55:12.886004",19
2578,w,"2019-05-30 01:55:14.106913",19
2579,y,"2019-05-30 01:55:23.567481",19
2580,c,"2019-05-30 01:55:28.635873",19
2581,w,"2019-05-30 01:55:36.190988",19
2582,s,"2019-05-30 01:55:44.429133",19
2583,g,"2019-05-30 01:55:52.026318",19
2584,o,"2019-05-30 01:56:00.311005",19
2585,c,"2019-05-30 01:56:05.383827",19
2586,y,"2019-05-30 01:56:15.043124",19
2587,o,"2019-05-30 01:56:22.233005",19
2588,s,"2019-05-30 01:56:29.102747",19
2589,r,"2019-05-30 01:56:38.530351",19
2590,y,"2019-05-30 01:56:44.848320",19
2591,b,"2019-05-30 01:56:54.830458",19
2592,g,"2019-05-30 01:57:01.494104",19
2593,r,"2019-05-30 01:57:07.068779",19
2594,y,"2019-05-30 01:57:15.391434",19
2595,w,"2019-05-30 01:57:23.122362",19
2596,bw,"2019-05-30 01:57:26.871453",19
2597,j,"2019-05-30 01:57:34.306377",19
2598,g,"2019-05-30 01:57:37.445804",19
2599,p,"2019-05-30 01:57:49.751217",19
2600,o,"2019-05-30 01:57:54.346071",19
2601,bs,"2019-05-30 01:58:03.037448",19
2602,j,"2019-05-30 01:58:18.840843",19
2603,o,"2019-05-30 01:58:27.255240",19
2604,w,"2019-05-30 01:58:31.758512",19
2605,b,"2019-05-30 01:58:40.551857",19
2606,bo,"2019-05-30 01:58:49.558267",19
2607,o,"2019-05-30 01:58:50.675340",19
2608,r,"2019-05-30 01:58:56.340866",19
2609,j,"2019-05-30 01:59:06.319705",19
2610,b,"2019-05-30 01:59:27.037579",19
2611,w,"2019-05-30 01:59:34.524815",19
2612,p,"2019-05-30 01:59:50.458224",19
2613,g,"2019-05-30 01:59:59.851736",19
2614,y,"2019-05-30 02:00:07.841064",19
2615,w,"2019-05-30 02:00:15.222163",19
2616,o,"2019-05-30 02:00:37.608426",19
2617,j,"2019-05-30 02:00:46.604897",19
2618,s,"2019-05-30 02:00:52.251436",19
2619,y,"2019-05-30 02:00:59.788324",19
2620,b,"2019-05-30 02:01:15.969245",19
2621,r,"2019-05-30 02:01:38.530238",19
2622,w,"2019-05-30 02:01:45.583818",19
2623,s,"2019-05-30 02:01:52.809474",19
2624,r,"2019-05-30 02:02:00.617821",19
2625,w,"2019-05-30 02:02:08.698391",19
2626,s,"2019-05-30 02:02:31.273602",19
2627,w,"2019-05-30 02:02:40.020747",19
2628,bg,"2019-05-30 02:02:48.894731",19
2629,c,"2019-05-30 02:02:50.888706",19
2630,s,"2019-05-30 02:02:55.480182",19
2631,r,"2019-05-30 02:03:02.701666",19
2632,p,"2019-05-30 02:03:10.976061",19
2633,w,"2019-05-30 02:03:20.404017",19
2634,b,"2019-05-30 02:03:26.050195",19
2635,s,"2019-05-30 02:03:52.253904",19
2636,y,"2019-05-30 02:03:55.760542",19
2637,by,"2019-05-30 02:03:58.222690",19
2638,p,"2019-05-30 02:04:06.566654",19
2639,g,"2019-05-30 02:04:11.946851",19
2640,bgf,"2019-05-30 02:04:14.670271",19
2641,r,"2019-05-30 02:04:19.015853",19
2642,b,"2019-05-30 02:04:43.954538",19
2643,r,"2019-05-30 02:04:50.900320",19
2644,g,"2019-05-30 02:04:59.892633",19
2645,y,"2019-05-30 02:05:06.545169",19
2646,j,"2019-05-30 02:05:15.144513",19
2647,g,"2019-05-30 02:05:21.692788",19
2648,y,"2019-05-30 02:05:30.796428",19
2649,j,"2019-05-30 02:05:38.435791",19
2650,r,"2019-05-30 02:05:44.679393",19
2651,c,"2019-05-30 02:05:52.264072",19
2652,y,"2019-05-30 02:06:00.348080",19
2653,r,"2019-05-30 02:06:07.136732",19
2654,j,"2019-05-30 02:06:09.274091",19
2655,c,"2019-05-30 02:06:17.167338",19
2656,p,"2019-05-30 02:06:23.062376",19
2657,y,"2019-05-30 02:06:31.750858",19
2658,j,"2019-05-30 02:06:47.049848",19
2659,s,"2019-05-30 02:06:52.726004",19
2660,b,"2019-05-30 02:07:02.095085",19
2661,b,"2019-05-30 02:07:07.280186",20
2662,r,"2019-05-30 02:07:09.797023",20
2663,p,"2019-05-30 02:07:10.904128",19
2664,c,"2019-05-30 02:07:16.931074",19
2665,b,"2019-05-30 02:07:26.614858",19
2666,w,"2019-05-30 02:07:32.400835",19
2667,g,"2019-05-30 02:07:39.939655",19
2668,c,"2019-05-30 02:07:48.525645",19
2669,w,"2019-05-30 02:07:56.091371",19
2670,o,"2019-05-30 02:08:04.300738",19
2671,r,"2019-05-30 02:08:11.236182",19
2672,p,"2019-05-30 02:08:18.570303",19
2673,y,"2019-05-30 02:08:25.669968",19
2674,r,"2019-05-30 02:08:34.426634",19
2675,g,"2019-05-30 02:08:44.076989",19
2676,c,"2019-05-30 02:08:48.954764",19
2677,w,"2019-05-30 02:08:57.393998",19
2678,y,"2019-05-30 02:09:04.724026",19
2679,by,"2019-05-30 02:09:08.427900",19
2680,b,"2019-05-30 02:09:12.650791",19
2681,g,"2019-05-30 02:09:20.142117",19
2682,by,"2019-05-30 02:09:26.199314",19
2683,y,"2019-05-30 02:09:30.973766",19
2684,w,"2019-05-30 02:09:35.533413",19
2685,s,"2019-05-30 02:09:42.983974",19
2686,by,"2019-05-30 02:09:49.367752",19
2687,c,"2019-05-30 02:10:00.937258",19
2688,r,"2019-05-30 02:10:07.291325",19
2689,b,"2019-05-30 02:10:14.757503",19
2690,o,"2019-05-30 02:10:22.993415",19
2691,c,"2019-05-30 02:10:30.423053",19
2692,w,"2019-05-30 02:10:37.436511",19
2693,sy,"2019-05-30 02:10:45.166508",19
2694,y,"2019-05-30 02:10:48.616382",19
2695,g,"2019-05-30 02:11:10.189228",19
2696,y,"2019-05-30 02:11:16.787432",19
2697,r,"2019-05-30 02:11:24.599238",19
2698,g,"2019-05-30 02:11:33.144724",19
2699,b,"2019-05-30 02:11:41.159213",19
2700,o,"2019-05-30 02:11:45.955662",19
2701,c,"2019-05-30 02:12:03.760096",19
2702,o,"2019-05-30 02:12:09.611577",19
2703,w,"2019-05-30 02:12:19.887116",19
2704,r,"2019-05-30 02:12:28.524420",19
2705,j,"2019-05-30 02:12:35.099812",19
2706,b,"2019-05-30 02:12:56.429963",19
2707,y,"2019-05-30 02:13:05.185225",19
2708,w,"2019-05-30 02:13:13.281306",19
2709,r,"2019-05-30 02:13:36.018086",19
2710,w,"2019-05-30 02:13:41.986238",19
2711,y,"2019-05-30 02:13:50.655263",19
2712,r,"2019-05-30 02:13:58.309473",19
2713,y,"2019-05-30 02:14:14.243353",19
2714,j,"2019-05-30 02:14:20.572625",19
2715,w,"2019-05-30 02:14:31.041510",19
2716,g,"2019-05-30 02:14:37.755000",19
2717,y,"2019-05-30 02:14:44.373433",19
2718,o,"2019-05-30 02:14:53.854521",19
2719,b,"2019-05-30 02:14:58.508719",19
2720,w,"2019-05-30 02:15:07.535784",19
2721,j,"2019-05-30 02:15:16.192169",19
2722,r,"2019-05-30 02:15:22.807039",19
2723,w,"2019-05-30 02:15:31.242794",19
2724,p,"2019-05-30 02:15:39.489805",19
2725,b,"2019-05-30 02:15:45.273665",19
2726,bj,"2019-05-30 02:15:53.214148",19
2727,j,"2019-05-30 02:15:54.892221",19
2728,y,"2019-05-30 02:16:02.026592",19
2729,y,"2019-05-30 02:16:34.267694",19
2730,w,"2019-05-30 02:16:41.943611",19
2731,j,"2019-05-30 02:17:04.638558",19
2732,p,"2019-05-30 02:17:12.502024",19
2733,o,"2019-05-30 02:17:20.978157",19
2734,r,"2019-05-30 02:17:26.520846",19
2735,g,"2019-05-30 02:17:36.886755",19
2736,o,"2019-05-30 02:17:43.475138",19
2737,r,"2019-05-30 02:17:50.666304",19
2738,y,"2019-05-30 02:18:00.536196",19
2739,g,"2019-05-30 02:18:06.842197",19
2740,s,"2019-05-30 02:18:14.489116",19
2741,y,"2019-05-30 02:18:23.842132",19
2742,o,"2019-05-30 02:18:27.436738",19
2743,s,"2019-05-30 02:18:36.056905",19
2744,r,"2019-05-30 02:18:50.735665",19
2745,w,"2019-05-30 02:19:10.110550",19
2746,b,"2019-05-30 02:19:16.956602",19
2747,y,"2019-05-30 02:19:22.383590",19
2748,o,"2019-05-30 02:19:32.678913",19
2749,g,"2019-05-30 02:19:37.608472",19
2750,y,"2019-05-30 02:20:58.675926",19
2751,s,"2019-05-30 02:21:14.823820",19
2752,r,"2019-05-30 02:22:54.009611",19
2753,p,"2019-05-30 02:23:07.766205",19
2754,r,"2019-05-30 02:23:23.388841",19
2755,p,"2019-05-30 02:23:55.296970",19
2756,all,"2019-05-30 02:24:20.774737",19
2757,y,"2019-05-30 02:24:52.585285",19
2758,g,"2019-05-30 02:24:55.307931",19
2759,j,"2019-05-30 02:25:44.263744",19
2760,w,"2019-05-30 02:26:01.339239",19
2761,*cleaning,"2019-05-30 02:26:34.546369",19
2762,*sawing,"2019-05-30 02:26:41.189319",19
2763,*washing,"2019-05-30 02:26:46.322992",19
2764,*riding,"2019-05-30 02:26:50.422984",19
2765,*rambling,"2019-05-30 02:26:56.021761",19
2766,*fleeing,"2019-05-30 02:26:59.698433",19
2767,*shaving,"2019-05-30 02:27:04.895983",19
2768,*nodding,"2019-05-30 02:27:15.526139",19
2769,y,"2019-05-30 02:27:18.267221",19
2770,g,"2019-05-30 02:27:23.467937",19
2771,*fishing,"2019-05-30 02:27:32.301398",19
2772,*hoping,"2019-05-30 02:27:36.831896",19
2773,r,"2019-05-30 02:27:40.061842",19
2774,*gnawing,"2019-05-30 02:27:47.302798",19
2775,*arriving,"2019-05-30 02:27:50.876536",19
2776,*leaving,"2019-05-30 02:27:53.332341",19
2777,*wandering,"2019-05-30 02:27:59.078774",19
2778,*shining,"2019-05-30 02:28:07.110809",19
2779,*painting,"2019-05-30 02:28:11.675449",19
2780,*sculpting,"2019-05-30 02:28:15.875361",19
2781,*driving,"2019-05-30 02:28:42.275527",19
2782,*sliding,"2019-05-30 02:28:48.776694",19
2783,*slipping,"2019-05-30 02:28:53.799723",19
2784,*freezing,"2019-05-30 02:28:59.513592",19
2785,*boiling,"2019-05-30 02:29:04.380384",19
2786,c,"2019-05-30 02:29:09.975254",19
2787,j,"2019-05-30 02:29:20.227731",19
2788,s,"2019-05-30 02:29:26.074480",19
2789,c,"2019-05-30 02:29:34.986071",19
2790,w,"2019-05-30 02:29:43.225927",19
2791,*moping,"2019-05-30 02:30:31.510103",19
2792,*struggling,"2019-05-30 02:30:44.072331",19
2793,*bicycling,"2019-05-30 02:30:54.891042",19
2794,"*playing hockey","2019-05-30 02:31:01.603569",19
2795,"*playing darts","2019-05-30 02:31:06.965364",19
2796,"*playing tennis","2019-05-30 02:31:10.403541",19
2797,*thinking,"2019-05-30 02:31:21.770020",19
2798,g,"2019-05-30 02:31:23.362620",19
2799,j,"2019-05-30 02:31:29.425636",19
2800,s,"2019-05-30 02:31:39.132273",19
2801,y,"2019-05-30 02:31:45.600051",19
2802,b,"2019-05-30 02:32:25.869735",19
2803,p,"2019-05-30 02:32:35.481372",19
2804,y,"2019-05-30 02:32:42.930466",19
2805,p,"2019-05-30 02:32:57.385255",19
2806,j,"2019-05-30 02:33:21.870359",19
2807,!help,"2019-05-30 05:13:18.729606",21
2808,?,"2019-05-30 05:14:09.440457",21
2809,w,"2019-05-30 05:14:40.072068",21
2810,p,"2019-05-30 05:14:51.142778",21
2811,?,"2019-05-30 06:15:54.265586",0
2812,?,"2019-05-30 06:17:09.324887",0
2813,best,"2019-05-30 06:17:31.852243",0
2814,?,"2019-05-30 06:18:19.741800",0
2815,best,"2019-05-30 06:19:23.616564",0
2816,p,"2019-05-30 07:21:52.110046",3
2817,s,"2019-05-30 07:21:59.276203",3
2818,o,"2019-05-30 07:22:08.677253",3
2819,w,"2019-05-30 07:22:14.097703",3
2820,-,"2019-05-30 07:22:27.393826",3
2821,o,"2019-05-30 07:22:30.238312",3
2822,p,"2019-05-30 07:22:46.875617",3
2823,b,"2019-05-30 07:22:56.748572",3
2824,r,"2019-05-30 07:23:05.357709",3
2825,g,"2019-05-30 07:23:17.137492",3
2826,o,"2019-05-30 07:23:25.281202",3
2827,?mybots,"2019-05-30 07:23:28.030850",3
2828,y,"2019-05-30 07:23:36.597920",3
2829,r,"2019-05-30 07:23:46.492116",3
2830,g,"2019-05-30 07:23:57.213929",3
2831,w,"2019-05-30 07:24:05.718389",3
2832,b,"2019-05-30 07:24:16.165829",3
2833,y,"2019-05-30 07:24:23.186895",3
2834,c,"2019-05-30 07:24:33.395292",3
2835,o,"2019-05-30 07:24:46.404212",3
2836,y,"2019-05-30 07:24:54.860098",3
2837,u3,"2019-05-30 07:24:57.173080",3
2838,b,"2019-05-30 07:25:02.826059",3
2839,p,"2019-05-30 07:25:13.708752",3
2840,y,"2019-05-30 07:25:25.968746",3
2841,b,"2019-05-30 07:25:36.097156",3
2842,all,"2019-05-30 07:25:37.355790",3
2843,c,"2019-05-30 07:25:43.686162",3
2844,-,"2019-05-30 07:25:46.720015",3
2845,g,"2019-05-30 07:26:05.007796",3
2846,?,"2019-05-30 07:26:13.536426",3
2847,b,"2019-05-30 07:26:18.437412",3
2848,s,"2019-05-30 07:26:32.917418",3
2849,?brain,"2019-05-30 07:26:36.673612",3
2850,?disobey,"2019-05-30 07:26:40.068549",3
2851,?goal,"2019-05-30 07:26:41.715169",3
2852,?life,"2019-05-30 07:26:44.908192",3
2853,?muscles,"2019-05-30 07:26:46.596046",3
2854,?robots,"2019-05-30 07:26:48.727329",3
